file_id,region,condition,fit_scope,heldout_sweep,train_sweeps,candidate_id,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,heldout_trace_rmse_mV,heldout_weighted_pass_fraction,simulation_health,heldout_pass
DH_3_MFA,DH,MFA,leave_one_out,6,"1,2,3,4,5",DH_3_MFA__hybrid_optuna_099,3,True,12219.006818928998,14,7.830111610442493,0.3686224881009968,ok,True
DH_4_MFA,DH,MFA,leave_one_out,1,"2,3,4,5,6",DH_4_MFA__hybrid_optuna_058,3,True,12766.918982158231,13,3.085533666716056,0.4285714285714285,ok,True
DH_4_MFA,DH,MFA,leave_one_out,2,"1,3,4,5,6",DH_4_MFA__hybrid_optuna_058,3,True,13276.987396312636,13,4.499195630057373,0.3901161607949726,ok,True
DH_4_MFA,DH,MFA,leave_one_out,3,"1,2,4,5,6",DH_4_MFA__hybrid_optuna_058,3,True,12734.075242841403,13,6.518484037807378,0.4072481880999009,ok,True
DH_4_MFA,DH,MFA,leave_one_out,4,"1,2,3,5,6",DH_4_MFA__hybrid_optuna_058,3,True,12158.368295037752,12,7.36144158490429,0.3942779057861298,ok,True
DH_4_MFA,DH,MFA,leave_one_out,5,"1,2,3,4,6",DH_4_MFA__hybrid_optuna_058,3,True,13047.489698036446,13,8.369935776804828,0.4205645272328194,ok,True
DH_4_MFA,DH,MFA,leave_one_out,6,"1,2,3,4,5",DH_4_MFA__hybrid_optuna_058,3,True,11542.239653617413,13,10.413908741214597,0.3764931417472321,ok,True
DH_5_MFA,DH,MFA,leave_one_out,1,"2,3,4,5,6",DH_5_MFA__hybrid_optuna_099,3,True,13742.980513952243,9,3.020954615664554,0.4285714285714285,ok,True
DH_5_MFA,DH,MFA,leave_one_out,2,"1,3,4,5,6",DH_5_MFA__hybrid_optuna_099,3,True,14001.174114698488,14,5.047391047996326,0.3928339125808221,ok,True
DH_5_MFA,DH,MFA,leave_one_out,3,"1,2,4,5,6",DH_5_MFA__hybrid_optuna_099,3,True,13380.725558798393,14,6.961956871855851,0.3991014878871227,ok,True
DH_5_MFA,DH,MFA,leave_one_out,4,"1,2,3,5,6",DH_5_MFA__hybrid_optuna_099,3,True,12987.363609405782,9,8.088812783679737,0.3894891698065103,ok,True
