source_scope,db_name,condition,current_na,trial_number,candidate_id,Ko_baseline_mM,Ko_peak_mM,Ko_final_mM,Ko_recovery_error_mM,Ko_rise_rate_mM_per_s,Ko_decay_rate_abs_mM_per_s,Ko_rise_over_decay_rate,Ko_efficiency_score,Ko_rise_speed_class,Ko_decay_speed_class,Ko_efficiency_quadrant,Ko_efficiency_status,Ko_rise_fast_slow_cutoff,Ko_decay_fast_slow_cutoff,Ko_efficiency_threshold_source,Ko_efficiency_threshold_interpretation
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2477,CONTROL_50nA.db::trial_2477,5.2889905503274965,7.5141912169106675,5.366028201157043,0.0770376508295465,1.369512879944251,1.8430996850365147,0.743048729845081,0.743048729845081,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2469,CONTROL_50nA.db::trial_2469,5.356379958845526,7.494093077523228,5.404913003005555,0.04853304416002935,1.485675650304,1.7287116704619285,0.8594120556304298,0.8594120556304298,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2455,CONTROL_50nA.db::trial_2455,5.3771174585981525,7.628009008379089,5.393755283924903,0.01663782532675029,1.6691914965368873,1.9219744802051422,0.8684774505219892,0.8684774505219892,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2167,CONTROL_50nA.db::trial_2167,5.069143705566972,7.298511700285783,5.234908824785483,0.165765119218511,0.766231093810217,1.2672127202825347,0.604658619303774,0.604658619303774,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2283,CONTROL_50nA.db::trial_2283,5.299754349294458,7.488758399093739,5.3290067469267255,0.02925239763226717,1.1157980246258552,1.3360478673717902,0.8351482397264703,0.8351482397264703,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2120,CONTROL_50nA.db::trial_2120,5.217944390374742,7.391054049895456,5.2714650868624675,0.05352069648772595,1.0082383739955794,1.2297920222475855,0.8198446206805834,0.8198446206805834,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2004,CONTROL_50nA.db::trial_2004,4.935350737444809,7.357937866681638,5.204655167988962,0.2693044305441532,0.5191818027706986,1.564779812794587,0.331792242285818,0.331792242285818,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2462,CONTROL_50nA.db::trial_2462,5.385140634960819,7.629352236156809,5.403819410207794,0.018678775246975476,1.6623210176216308,1.9349982102926744,0.8590814238376994,0.8590814238376994,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2438,CONTROL_50nA.db::trial_2438,5.262508431004728,7.490284108429655,5.351434955895019,0.08892652489029107,1.3662943516649346,1.8361790452171498,0.7440964731755526,0.7440964731755526,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2426,CONTROL_50nA.db::trial_2426,5.252385173024365,7.434100975547114,5.3461573875358575,0.09377221451149254,1.2853855150138447,1.7225408586023978,0.7462148189952116,0.7462148189952116,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2076,CONTROL_50nA.db::trial_2076,5.223172033422964,7.513258031465695,5.249273543826082,0.0261015104031177,1.1912498473037303,1.3499600375389427,0.8824334159368521,0.8824334159368521,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2418,CONTROL_50nA.db::trial_2418,5.2822282780889305,7.464673888058389,5.362682062827741,0.08045378473881026,1.3732340459669694,1.793357083887148,0.7657337505760141,0.7657337505760141,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
